,run_id,reduced_pattern,void_fraction,correlation,void_fraction_corr,error,abs_error
306,80,dispersed,0.5250437198875001,tibirica,0.642550621669627,0.11750690178212686,0.11750690178212686
307,81,dispersed,0.44030437416249996,tibirica,0.5721635426812239,0.13185916851872398,0.13185916851872398
308,82,dispersed,0.685024053225,tibirica,0.5284115227778032,-0.1566125304471968,0.1566125304471968
309,87,slug,0.3964389298625,tibirica,0.5703611147351304,0.1739221848726304,0.1739221848726304
310,122,plug,0.10453755502500003,tibirica,0.29400343147893454,0.1894658764539345,0.1894658764539345
311,123,plug,0.09556034412500002,tibirica,0.3312605380695666,0.2357001939445666,0.2357001939445666
312,126,plug,0.3044123876,tibirica,0.44129887688512126,0.13688648928512126,0.13688648928512126
313,128,plug,0.2419776522,tibirica,0.4847984512416718,0.2428207990416718,0.2428207990416718
314,130,plug,0.14492428008750002,tibirica,0.4035004572388463,0.2585761771513463,0.2585761771513463
315,131,plug,0.2924473523875,tibirica,0.46979175131550444,0.1773443989280044,0.1773443989280044
316,132,plug,0.3841860272375,tibirica,0.5440090193511724,0.1598229921136724,0.1598229921136724
317,148,wavy,0.9004917591479973,tibirica,0.9131527342124091,0.012660975064411772,0.012660975064411772
318,13,slug,0.556030410125,hughmark,0.49974004521806975,-0.056290364906930235,0.056290364906930235
319,14,slug,0.5304052548,hughmark,0.6597774542329639,0.12937219943296385,0.12937219943296385
320,15,slug,0.5215324891,hughmark,0.7050849657405294,0.18355247664052932,0.18355247664052932
321,23,slug,0.547126287475,hughmark,0.6872102591274305,0.14008397165243047,0.14008397165243047
322,25,slug,0.49836908301250005,hughmark,0.6066094533859893,0.10824037037348921,0.10824037037348921
323,28,plug,0.24102238166249998,hughmark,0.3005550883165671,0.0595327066540671,0.0595327066540671
324,29,plug,0.21646753070000005,hughmark,0.28971002837086846,0.0732424976708684,0.0732424976708684
325,31,plug,0.367303725425,hughmark,0.3947371001367911,0.02743337471179108,0.02743337471179108
326,32,plug,0.41731363495000007,hughmark,0.433944238854179,0.01663060390417892,0.01663060390417892
327,33,plug,0.48740399995000006,hughmark,0.5112864711356386,0.023882471185638576,0.023882471185638576
328,34,plug,0.45857368557500006,hughmark,0.6109630376819339,0.15238935210693388,0.15238935210693388
329,35,plug,0.455089220575,hughmark,0.7270209745603295,0.27193175398532954,0.27193175398532954
330,36,plug,0.547265918925,hughmark,0.6718826128648702,0.12461669393987018,0.12461669393987018
331,40,wavy,0.8663639310461123,hughmark,0.8092886797979714,-0.057075251248140946,0.057075251248140946
332,41,wavy,0.855995121358206,hughmark,0.7920870184513873,-0.0639081029068187,0.0639081029068187
333,44,wavy,0.8694261936029785,hughmark,0.7827277434859566,-0.08669845011702182,0.08669845011702182
334,45,wavy,0.8750650247738968,hughmark,0.7971098097441294,-0.07795521502976743,0.07795521502976743
335,46,wavy,0.8684843965509627,hughmark,0.8073813341324918,-0.061103062418470855,0.061103062418470855
336,47,wavy,0.8811205891501942,hughmark,0.8156943261008607,-0.06542626304933352,0.06542626304933352
337,50,bubbly,0.05136833295000001,hughmark,0.08813581966997773,0.03676748671997772,0.03676748671997772
338,53,bubbly,0.2215386873375,hughmark,0.22672971760611696,0.005191030268616947,0.005191030268616947
339,54,dispersed,0.35900094071249994,hughmark,0.31335291323492453,-0.045648027477575404,0.045648027477575404
340,55,dispersed,0.33286831282499996,hughmark,0.2954165921240809,-0.03745172070091907,0.03745172070091907
341,56,slug,0.427489732525,hughmark,0.36968429165506006,-0.05780544086993994,0.05780544086993994
342,57,slug,0.39035104435,hughmark,0.3482994057797079,-0.042051638570292094,0.042051638570292094
343,58,slug,0.2870094606,hughmark,0.2713111155918275,-0.015698345008172465,0.015698345008172465
344,59,bubbly,0.18679983186250002,hughmark,0.1991035283749453,0.012303696512445284,0.012303696512445284
